baseline,num_repaired,num_sample_evaluable,repaired_success_rate,repair_gain_success_rate,scaffold_preservation,editable_validity,anchor_validity,clash_free_rate,mean_clash_count,mean_qed,mean_logp,mean_posebusters_like_pass,mean_contact_fingerprint_similarity,mean_contact_fingerprint_similarity_gain,mean_contact_recovery,mean_contact_recovery_gain,mean_vina_like_proxy,mean_vina_like_gain,mean_anchor_error_reduction,mean_clash_count_reduction,mean_internal_candidate_budget,internal_budget_types,mean_ligand_efficiency_proxy,mean_sa_fallback,source
feedback_classified_editable_contact_policy,17,17,0.8823529411764706,0.29411764705882354,1.0,1.0,1.0,0.8823529411764706,0.11764705882352941,0.37805054423109263,0.5994705882352958,0.8823529411764706,0.8671135950392918,0.003632419054237841,0.9029512292173241,0.023865089514066504,0.9091822101454727,-0.25525660554548973,0.0,-0.11764705882352941,1.0,['single_policy_output'],0.02700296958954794,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
