baseline,num_repaired,num_sample_evaluable,repaired_success_rate,repair_gain_success_rate,scaffold_preservation,editable_validity,anchor_validity,clash_free_rate,mean_clash_count,mean_qed,mean_logp,mean_posebusters_like_pass,mean_contact_fingerprint_similarity,mean_contact_fingerprint_similarity_gain,mean_contact_recovery,mean_contact_recovery_gain,mean_vina_like_proxy,mean_vina_like_gain,mean_anchor_error_reduction,mean_clash_count_reduction,mean_internal_candidate_budget,internal_budget_types,mean_ligand_efficiency_proxy,mean_sa_fallback,source
feedback_directional_classified_editable_contact_policy,19,19,0.8947368421052632,0.21052631578947367,1.0,1.0,1.0,0.8947368421052632,0.47368421052631576,0.3962849946115537,0.7418000000000013,0.8947368421052632,0.8225065220596248,-0.04920470557612513,0.8773672374339145,-0.010687278541180525,1.6366769214400734,-0.9451523142383957,0.0,-0.47368421052631576,1.0,['single_policy_output'],0.049233637225704896,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
